entity,attribute,answer
brocade425（双端口）,接口类型,pci-e
道格拉斯,体重,90kg
32217轴承,外径,150.000mm
许诺,身高,178cm
学生赚,官方网站,学生赚
企业招聘风险,种类,招聘成本损失风险
埃斯特雷,insee/邮政编码,59214/?59151
埃斯特雷,??人口2人口密度,170/平方公里（440/平方英里）
前海花园二期,物业类型,住宅
山西大学,主要院系,计算机控制技术、通信技术、建筑工程技术、工程造价、建筑装饰工程技术、工商管理、行政管理、物业管理、热能动力设备与应用、电厂设备运行与维护19个专科专业
中油杂2号,品种来源,8908a×（陕2c×227选系）
海德公园,城市,太原
江门市园林局,内设机构,4个
第2次田中角荣内阁,假名,だいにじたなかかくえいだいにじかいぞうないかく
玝,部首笔划,4
堇青石,化学式,mg2al4si5o18；可含有na、k、ca、fe、mn等元素及h2o
隆回县第一中学,总建筑面积,6．88万平方米
张国荣热·情演唱会,日期,2000.7.31-8.122001.4.11-4.16
李家庄村,耕地,2500多亩
漫画派对,类别,漫画
流氓高手,写作进程,已经完本
了不起的盖茨比,分级,usa:pg-13/uk:12a
美元,网址,www.federalreserve.gov
华擎g41m-vs2,cpu插槽,lga775
科技视界,主管单位,上海市科学技术协会
保守党,总部,英国伦敦米尔班克30号，sw1p4dp
大内高手,状态,太监了
电子现货实战必赚技术,版本,纸质版和电子版
麦莉·赛勒斯,活跃年代,2003年至今
中国创富展,主办单位,山东广播电视台
香馕,繁体,饢
thinkpade4201141a64,处理器型号,intel酷睿i32330m
北京市路政局平谷分局,职能,负责平谷地区内公路建设等
荣久庵宪司,日语写法,栄久庵憲司
上卫,径向速度(rv),0.11km/s
小马时代,所属产业,电影、电视剧、唱片
盆炎净片,剂型,片剂（薄膜衣）
创可贴,主要适用症,小创伤、擦伤的止血，护创
小行星2061,历元2456400.5(2013年4月18日更新),历元2456400.5(2013年4月18日更新)
极品飞车：热力追踪2,内容主题,赛车、警匪追逐
幼儿园,出版周期,半月刊
埋伏,导演,阿健
御·清怡堂,所属行业,护理
七彩虹ti200,显存容量,64mbddr核心频率
萌三国,主要角色,刘备，关羽，张飞，吕布，貂蝉
vr战士5,平台,ps3平台
巧克力慕斯蛋糕,储藏方法,夏季要低温冷藏，冬季无需冷藏
山顶道国宾城,项目位置,渝北区新牌坊新溉大道18号
《银河英雄传》,发行商,索乐软件
超极品狂少,首发网站,创世中文网
瓦西,人口（2009）[1],542
嫦娥二号卫星,所属国家,中华人民共和国
宏碁one200-314g50n,处理器主频,1.20ghz
万能307焊条,概述,通用的焊条
长寿路站,车站位置,长寿西路与宝华路的交界处地底
罗德里格斯兄弟赛道,长度,4.484千米（2.786英里）
华东公路,出版周期,双月刊
凤凰山,门票价格,免费
《细路祥》,电影等级,france:u
独行侠,上映及发行,美国2013年7月3日台湾2013年7月18日 香港 澳门2013年8月8日 中国2013年10月5日
新街口站,途经线路,南京地铁1号线，南京地铁2号线
地下铁,公司,emivirgin
天语t619,手机类型,智能手机;3g手机
萧亚轩,昵称,艾小娃、小娃、夏娃、萧如意
李帅,职业俱乐部*,出场（入球）
卡耐基人际交往,纸张,胶版纸
功绩勋章,等级,对内不分等级，对外分四个等级
香山南路19号院,区域板块,海淀区
环球唱片,产业,音乐唱片制作发行公司
华擎g41m-vs2,内存类型,ddr2
人之初,主演,魏鹤龄，胡萍，袁美云，王乃东，王引
上游水库,竣工时间,1968年
宏基travelmate600603ter,硬盘容量,12.000ultraata/33
华硕s56x3317cm-sl(500gb),厚度,21mm
金孝珍,教育程度,首尔艺术大学演剧学学士同德女子大学放送演艺学学士中央大学大学院公演艺术学硕士
围堰,适用范围,根据水深采取不同方法
龙泉寺,始建于,元朝大德元年（1279年）
赵文卓甄子丹事件,人物,甄子丹
山东师范大学,知名校友,刘维民、杨传堂、姜异康、房灵敏等
连战,前任,李登辉
蒋垂义,运动项目,健美
重生之天才鬼医,小说类别,穿越小说
猪肠灌糯米,做法,香茹放入浸泡好的糯米中
利勃海尔a944bhd挖掘机,额定功率,182.7/2000
台北捷运公司,代表人物,董事长：罗孝贤(代理)总经理：郭财明(代理)
郭顶,地区,内地
青山镇,主要民族,汉族
广州早报,国内刊号,cn44-0177
洋神星,平近点角,182.178°
罗马足球俱乐部,成立时间,1927年1月1日
仲夏夜之梦,摄影,halmohr
1998年美国大使馆爆炸案,目标,美国大使馆
向阳村,户数,267
《笑傲江湖》,制片人,于正
中华人民共和国主席令第四十三号,发布日期,2012年1月1日
鸡血七（亚种）,亚属,大叶紫堇组sect.asterostigmata
雷加佐尼,重要事件,代表国家队：出场2次
连战,继任,马英九
罗大佑,音乐类型,摇滚，民谣
高田ic,启用日期,1995年10月13日
金鬃,相关,金jīn一种化学元素
赣州东站,车站等级,二等列车站
音乐情人节,中文名称,音乐情人节
森松尼sr-2000键鼠套装,适用类型,笔记本，商务办公
奥托,全名,奥托·威廉·柳特波德·
中华哮喘杂志,创刊时间,2007年4月
保肝能,用法,口服
灰姑娘,拍摄日期,2006年
棋盘山,其他信息,"一在河北赞皇,一在辽宁沈阳"
射雕英雄传,作曲,顾嘉辉
卡洛斯,父亲,唐·卡洛斯亲王
掰脚趾腕,起源,英国
敌法师,定位,核心；逃生
娇妻狠角色：总裁，要学乖,小说作者,灵蛛
维维制线有限公司,优势,先进的机械设备
节奏大师,最新版本,v2.5.1.2(android)v2.5.1(ios)
巴音郭楞职业技术学院,学校属性,高职专科
聊城大学学报（自然科学版）,国际刊号,issn1672-6634
中共习水县纪委中共习水县委组织部关于严肃查处党员和干部参与赌博的通知,发布单位,中共习水县纪委 委组织部
平壤之战,参战方,中国；日本
trojan-downloader.win32.delf.cif,病毒类型,下载者
王涛,俱乐部资料,无
幼儿园,国内刊号,cn37—1039/i
老君山,所在地,四川省南部屏山县龙华古镇
龟峰塔,建于,南宋绍兴二年
凤凰广场,总投资,297万元
颞,部首,页
邦华i7,网络模式,|wcdma|gsm|
创新zenvision,产品重量,232g
藏獒,亚种,家犬
赤霉素,本质,植物激素
曙光天阔i640r-g,cpu类型,intel至强5600
巨兽龙,体重,8-11.5吨
防火涂料,原理,改变材料表面燃烧特性阻止热传递
北门社区,总人口,1278人
葡萄糖1-脱氢酶,cas号,37250-49-0
醉公主,类型,视频/古典神话
凤凰山,别称,乌骨山、屋山、熊山
多伦多大学,现任校长,mericgertler
虎皮鹦鹉,命名时间,"shaw,1805"
郑立志,医院,沧州市人民医院
幻世记,连载状态,连载中
内功推拿,方法,1.1头面部:
白沙中学,学生,4560人
流山市,罗马拼音,naganeyama-shi
泰坦尼克号,配乐作曲,詹姆斯·霍纳
傲慢与偏见,剪辑,chriswimble
弘盛青年城,物业费,1.30元/月/平方米
暴风雪号航天飞机,高,16.35米
小米手机4,处理器,高通骁龙801msm8x74ac
猞猁,命名者及年代,"linnaeus,1758"
河南理工大学,校训,明德任则好学力行
优质饲草青贮饲料的研究,书名,优质饲草青贮饲料的研究
trinityseven魔道书7使者,原作,齐藤健二
新光村,总户数,1630户
画江湖之不良人,发行,北京若森数字科技有限公司
桂林村,历史,900来年
蒋玲,研究方向,西方经济学
长宁镇,特色产业,建材、建筑、肉制品加工
国立台湾科技大学,校址,中国台湾台北市大安区基隆路四段43号
阿基米德定律,应用学科,流体静力学
深圳市无线电行业协会,说明,是经深圳市政府批
greatesthits,歌手,shakira夏奇拉
避孕套,材质,乳胶、聚氨酯、新型复合纳米等
湖南力信联合会计师事务所,经营理念,实力铸就价值诚信通达天下
金牛苑,小区地址,徐汇/龙川北路800弄
咏史,体裁,七言诗
氧化胺,外观,无色透明液体
爱普生d6250,投影技术,3lcd
壳中少女,上映日期,2010年11月6日
爸爸去哪儿,播出日期,第一季：2013年10月11日－2013年12月27日第二季：2014年06月20日－2014年10月03日－
嘉祥县妇幼保健院,医院名称,嘉祥县妇幼保健院
巨兽龙,别称,南方巨兽龙；超帝龙
李李仁,语言,国语、台语
傅姓,分布,山西、湖南、安徽、四川、河南等
小行星12282,轨道参数,2.7189330ua
上海红房子医院,医院类型,妇产科
抹去的记忆之咖啡厅,操作指南,鼠标点击物品触发事件
100位为新中国成立作出突出贡献的英雄模范人物,单位,册
刘雪华,祖籍,山东
裘锦秋中学,校长,岑小莹小姐
胡文瑞,母校,北京大学
a.o.史密斯ewh-60a5,外形尺寸,685*483*470mm
root精灵,更新时间,pc版：2014-12-10android版：2014-12-05
边缘检测,原因,深度上的不连续
无事生非,编剧,martinhellberg
overtherainbow,曲目数量,12
首尔站,所属路线,首都圈电铁1号线（正式属京釜线）
郑立志,医生姓名,郑立志
安仁镇,电话区码,28
喜羊羊与灰太狼之喜气羊羊过蛇年,票房,1.25亿元人民币
高月,饰演,胡冰卿刘楚恬（3岁时）
红警3修改器,软件类别,游戏视频/ 免费软件 /游戏工具
张莉,专业,消化内科
中兴,时期,中国清朝时期
里博卡斯,球场位置,中场
张树才,性别,男
鼓楼区,面积,35.7平方千米
广西民族大学学报,国际刊号,issn1673-8179
《傻得可以》,演唱者,范玮琪
醉武侠,运营商,4399游戏、51游戏社区、哥们网、
洁咪,特性,自然恢复[1]
电子科技大学,学校地址,四川省成都市高新区（西区）西源大道2006号
蝙蝠侠,所属作品,《蝙蝠侠》
遗传性凝血因子ⅶ缺乏,就诊科室,内科
索尼xperiazultra,上市日期,2013年第三季度
平壤之战,结果,日本获胜
我爱你,演唱者,萧贺硕
三氯乙烷,cas登录号,71-55-6
李家村,年降水量,980毫米
光道方舟大天使米迦勒,星级,7
滴滴打车,软件版本,v2.8
上海商学院,学生人数,11000人
海信tlm32v67k,屏幕比例,16:9
王钦勤,备注,2010邓家庄村委麻塔则村副主任
多花秋海棠,组,室组sect.platycentrum
月光,作词,杨瑞代
石炮台公园,始建时间,1874年
夷陵之战,地点,夷陵（今湖北宜昌东南）
神雕侠侣,制作公司,香港电视广播有限公司（tvb）
安仁镇,邮编区码,611331
罗江县商务局,主要职责,承办省政府交办的其他事项
龙津桥,长,54.4米
雪丰钢铁,员工人数,2265
极品飞车,主要角色,ryan、eddie、cross、mia、darius等
北京中兴盛达水磨石翻新公司,范围,提供高尚生活居住环境
刘金,星座,射手座
哈利·波特与魔法石,书号,isbn978-7-02-003343-0
轩辕十二,亮度,2.28等
全美超级模特儿新秀大赛,播映,thecw
倩女幽魂,制片商,电影工作室新艺城
潍坊金茂国际大酒店,火车站距离,距潍坊火车站 8公里
北电网络2526t,传输速率,路由交换机
修真门派掌门人,完成字数,1071144
草地上的午餐,风格,写实主义
白银t+d,开盘时间,冬时令20:00-凌晨02:30
萧亚轩,宗教信仰,基督教
中共远安县委办公室,所在地区,远安县鸣凤镇解放路25号
天龙八部,国家／地区,中华民国
贵阳喜百年酒店,机场距离,贵阳龙洞堡机场;15公里
富阳公主,亲属,晋恭帝
德克斯特的实验室,格式,avi-tvrip
锦绣山河四期,所在区域,全国
永安桥,宽,4米
高淳话,区域,江苏省南京市高淳区
雷柏1075p无线光学鼠标,连接方式,无线
斐济共和国国旗,形式,为深蓝色底、左下角为斐济传统盾、左上角为英国国旗的旗帜。
衣锦还乡,近义词,叶落归根  衣锦荣归  荣归故里
系统营养与人体健康,定价,￥58.00元
广州早报,邮发代号,45-111
射洪县妇幼保健院,医院类型,妇产妇科
田家炳中学,教职工,147人
桑达sedy690,网络频率,gsm/gprs；900/1800mhz
hpipaq910,主屏尺寸,2.4英寸320×240像素
南达科他级战列舰,功率,"4轴130,000马力"
学赛,服务,更好的服务广大it人士
纯白链霉菌粉白变种,形状,气丝粉白色，绒状
美女厨房,播出时间,星期日晚上9：00
维达控制卡,对应,单元板横显和竖显
中国卫生界,主编,高金声
香港,gdp,超过3000亿美元
托马什·罗西基,青年队,čkdkompresoryprague布拉格斯巴达
石门镇,人口,约4.5万人
罗马足球俱乐部,中文队名,罗马足球俱乐部/罗马体育联合会
叶苞组,亚属,栝楼亚属、叶苞组
发条传说：格拉斯与英克,单机分类,单机游戏
新洲大厦,板块,中关村
桑达sedy690,可选颜色,流光银、月光蓝、翡翠红
广德公主,母亲,元昭皇后晃氏
爱丽丝梦游仙境症,所属科室,内科-
第七届世界核桃大会,主题,健康生态绿色共享
2011西安世界园艺博览会,举办地点,中国西安
延庆妇幼保健院,医院性质,国营
小学教学参考,出版地,广西南宁
阴陵泉,主治,腹胀，腹泻，小便不利
陈乔恩,爱好,看书、看碟、听音乐
椭圆,适用领域范围,解析几何学、轨道运行
勇者30,发售日期,2009年5月28日
薄姬,谥号,文帝太后→高皇后（刘秀追尊）
王静,研究领域,为农副产品资源综合开发与利用
利刃之魂,其他类别,单机
痴情司,定价,19
费尔维尤,人口（2010）,62
郑州战斗,结果,唐生智退出郑州与许昌，部分部队驻军遭缴械
公主计划,题材,青春校园
f(x),出道日期,2009年9月5日
蜂蜜与四叶草,音乐,林有三，菅野洋子
海尔kfrd-35gw/03me-s4,空调类型,壁挂式空调
刘波,职位,研究员、教授、硕士研究生导师
牛顿第一运动定律,提出时间,1687年
pa,缩写,pa
大众文艺,邮发代号,18-45
原干惠,三围,37-24-35
小狼犬丛林冒险,如何开始,游戏加载完成后，点击play即可
桥梁构造者,更新日期,2014年4月
柜式空调,用于,家庭、及小型办公室
金瓮,概念,金制的盛酒器
花咲站,车站构造,为一招呼站
定风波,作品别名,《卷春空》、《醉琼枝》等
fag7603040-tvp轴承,品牌,fag
沛县,特产,郭家烧鸡、鼋汁狗肉、崔寨狗肉
考试周刊,编辑单位,考试周刊编辑部
西宁市劳动合同管理办法,文号,西宁市人民政府令第42号
咸宁北站,管辖权归属,武汉铁路局
卓越东部蔚蓝海岸,均价,5300----5700
心理维他命,适用,心理
伊斯兰教史,页数,619
宇宙恐龙海帕杰顿,成就,完虐赛罗、戴拿、高斯
m4a1-玫瑰精灵,价格,46800cf点券
迪欧,种族,半精灵
洛坎普顿,坐标,23°22.5′s 150°30.7′e
f5big-ltm-8800-4gb-rs,设备类型,负载均衡器纠错
侠盗猎车手：圣安地列斯,所属系列,侠盗猎车手
鞭打快牛,近义词,枪打出头鸟
清康熙景德镇窑豇豆红釉瓶,所属年代,清
奥克斯kfr-26gw/bpkpa-3,冷暖类型,冷暖型
androidstudio,软件平台,linux，macosx，windows
死亡空间,开发,easwisssarl
魔法少女小圆漫画作品,连载期间,2011年2月12日－5月30日
东云站,启用年月日,1996年（平成8年）3月30日
大卫·德赫亚,所属运动队,曼彻斯特联足球俱乐部
2012年nba全明星赛,举办时间,美国当地时间2012年2月26日
国际特赦组织,方式,会员及支持者行动、良心呼吁
